Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Denver,9.1,10.0,9.0,8.8,9.3,11.3
2,Dallas,9.4,9.7,11.0,9.7,9.0,11.2
3,New Orleans,9.5,10.3,12.0,9.3,9.7,10.9
3,Green Bay,9.5,11.3,6.0,8.0,10.6,11.2
5,NY Jets,9.7,8.3,7.0,9.0,10.6,13.8
6,Washington,9.8,7.3,6.0,10.5,9.0,12.9
6,Indianapolis,9.8,8.7,10.0,9.7,9.8,12.5
8,Cincinnati,10.1,10.0,12.0,8.5,11.0,12.8
9,San Francisco,10.2,9.0,8.0,12.0,8.7,10.9
10,Chicago,10.3,11.0,14.0,9.2,11.1,10.0
11,Cleveland,10.5,11.7,9.0,11.8,8.8,10.8
12,Tampa Bay,10.6,10.3,10.0,11.2,10.2,12.7
13,New England,10.8,11.3,15.0,8.5,13.2,10.5
14,Carolina,11.1,9.3,8.0,10.9,11.4,10.0
15,Philadelphia,11.2,10.0,12.0,11.2,11.2,12.3
16,Miami,11.3,8.7,9.0,11.8,10.6,11.7
17,Buffalo,11.7,13.0,7.0,11.8,11.6,9.1
18,LA Chargers,11.8,11.7,10.0,13.2,10.7,11.7
19,Jacksonville,11.9,12.7,10.0,8.8,14.5,11.6
19,LA Rams,11.9,15.0,20.0,9.7,14.6,12.3
21,Houston,12.0,12.0,18.0,12.4,11.7,12.8
21,NY Giants,12.0,12.3,13.0,10.3,14.0,12.7
23,Tennessee,12.2,10.7,11.0,10.8,13.3,12.1
24,Las Vegas,12.3,12.0,15.0,10.5,13.3,12.0
24,Seattle,12.3,12.3,14.0,11.8,12.7,14.1
26,Atlanta,12.8,6.3,8.0,11.8,13.7,12.6
27,Kansas City,12.8,11.3,8.0,10.7,15.4,12.5
27,Baltimore,12.8,11.0,16.0,12.2,13.3,13.6
29,Pittsburgh,13.1,12.3,11.0,11.8,14.2,11.4
30,Detroit,13.3,13.0,16.0,14.3,12.0,12.4
30,Minnesota,13.3,14.0,14.0,13.0,13.6,13.2
32,Arizona,13.4,14.3,18.0,15.5,11.3,11.3
