Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,LA Chargers,60.21%,60.96%,53.22%,63.96%,57.09%,52.47%
2,Cleveland,56.89%,53.59%,64.22%,56.63%,57.20%,51.04%
3,Washington,55.32%,68.93%,45.78%,49.33%,61.31%,51.16%
4,Tennessee,55.02%,50.96%,31.11%,41.62%,66.19%,53.57%
5,Pittsburgh,54.11%,54.11%,61.56%,54.60%,53.70%,48.44%
6,Arizona,53.82%,58.48%,46.78%,52.67%,54.98%,52.13%
7,NY Jets,53.54%,61.04%,71.00%,58.26%,47.87%,50.12%
8,Baltimore,53.04%,56.63%,55.89%,50.33%,55.30%,56.39%
9,Chicago,52.89%,53.11%,29.00%,54.16%,51.98%,51.78%
10,Miami,52.34%,49.70%,54.56%,50.78%,54.22%,50.54%
11,Detroit,52.24%,47.04%,51.11%,53.39%,50.87%,49.09%
12,Denver,51.57%,56.33%,46.56%,56.58%,47.39%,48.35%
13,Minnesota,51.09%,49.26%,71.67%,54.30%,47.24%,46.47%
14,Philadelphia,50.77%,36.93%,44.00%,48.22%,53.82%,50.26%
15,Las Vegas,49.94%,56.48%,58.89%,53.61%,47.84%,46.01%
16,San Francisco,49.91%,56.33%,77.67%,56.04%,44.80%,47.81%
17,Carolina,49.73%,58.96%,53.44%,53.52%,44.42%,50.76%
18,LA Rams,49.33%,47.44%,45.89%,52.02%,46.11%,54.05%
19,Seattle,49.24%,41.44%,41.11%,54.36%,44.98%,39.31%
20,NY Giants,49.22%,54.56%,55.11%,48.67%,49.89%,43.03%
21,Cincinnati,48.31%,62.04%,68.89%,50.92%,46.83%,47.85%
22,Indianapolis,47.76%,38.41%,38.44%,48.19%,47.33%,55.68%
23,Green Bay,47.59%,33.15%,56.00%,38.87%,53.83%,57.88%
24,Dallas,47.30%,63.22%,44.89%,41.02%,54.84%,51.17%
25,Tampa Bay,47.20%,54.96%,35.78%,42.13%,51.43%,49.20%
26,Jacksonville,46.72%,53.59%,44.11%,50.67%,43.43%,48.66%
27,Buffalo,46.33%,54.48%,65.78%,44.47%,47.26%,51.81%
28,Kansas City,46.07%,37.22%,54.11%,44.74%,47.67%,47.38%
29,New Orleans,44.96%,35.41%,22.33%,49.48%,40.44%,52.45%
30,Houston,44.12%,41.52%,45.44%,42.53%,45.44%,48.67%
31,Atlanta,42.57%,34.22%,54.22%,37.80%,47.35%,47.44%
32,New England,42.33%,37.07%,34.22%,41.19%,43.48%,48.81%
