Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Buffalo,66.67%,50.00%,50.00%,57.14%,71.43%,89.29%
2,Chicago,68.42%,80.00%,50.00%,75.00%,63.64%,90.00%
3,Las Vegas,69.57%,77.78%,100.00%,71.43%,68.75%,83.78%
4,NY Jets,70.83%,50.00%,100.00%,78.57%,60.00%,92.31%
5,San Francisco,73.33%,80.00%,0.00%,75.00%,71.43%,75.76%
6,Seattle,77.78%,50.00%,66.67%,83.33%,66.67%,81.82%
7,Tampa Bay,80.00%,80.00%,50.00%,75.00%,85.71%,85.71%
7,Carolina,80.00%,80.00%,50.00%,71.43%,90.91%,86.49%
9,Minnesota,80.77%,100.00%,100.00%,87.50%,70.00%,85.00%
10,LA Chargers,81.48%,87.50%,50.00%,100.00%,61.54%,91.43%
11,Pittsburgh,81.82%,83.33%,50.00%,90.91%,72.73%,89.47%
12,Detroit,82.35%,100.00%,100.00%,87.50%,77.78%,87.80%
12,Philadelphia,82.35%,90.00%,100.00%,90.00%,71.43%,88.00%
14,Dallas,84.00%,80.00%,100.00%,92.86%,72.73%,84.21%
15,NY Giants,85.19%,80.00%,0.00%,88.89%,77.78%,89.47%
16,Atlanta,87.50%,87.50%,100.00%,75.00%,100.00%,92.86%
16,Houston,87.50%,100.00%,100.00%,72.73%,100.00%,87.50%
16,Cincinnati,87.50%,85.71%,75.00%,77.78%,91.30%,78.95%
19,Cleveland,88.00%,100.00%,100.00%,70.00%,100.00%,96.30%
20,Tennessee,88.24%,100.00%,100.00%,100.00%,80.00%,83.33%
21,LA Rams,88.46%,100.00%,100.00%,90.00%,87.50%,87.80%
22,Kansas City,88.89%,66.67%,100.00%,80.00%,100.00%,85.71%
23,Washington,90.00%,75.00%,66.67%,80.00%,100.00%,93.10%
23,New Orleans,90.00%,75.00%,100.00%,100.00%,85.71%,81.58%
23,Green Bay,90.00%,100.00%,100.00%,80.00%,93.33%,87.50%
23,Baltimore,90.00%,100.00%,100.00%,87.50%,91.67%,75.00%
27,New England,90.91%,100.00%,100.00%,88.89%,92.31%,66.67%
28,Indianapolis,91.30%,100.00%,100.00%,87.50%,93.33%,81.48%
29,Miami,92.31%,100.00%,100.00%,83.33%,100.00%,83.78%
30,Jacksonville,93.75%,85.71%,80.00%,91.67%,100.00%,88.89%
31,Arizona,95.00%,100.00%,100.00%,100.00%,90.91%,83.33%
32,Denver,96.55%,87.50%,100.00%,93.33%,100.00%,77.42%
