Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Miami,44.2,47.4,50.0,44.0,44.6,44.7
2,New Orleans,44.6,44.9,43.8,44.9,44.3,45.6
3,New England,45.5,47.0,45.3,44.4,46.9,46.9
4,Tennessee,45.7,47.7,51.8,46.4,45.0,44.3
5,NY Jets,45.8,48.0,48.8,47.0,44.6,41.9
6,Carolina,45.8,41.7,52.4,46.6,44.8,45.9
7,Detroit,45.9,43.5,49.3,45.8,46.0,45.8
8,Houston,46.0,44.6,49.3,46.5,45.6,44.1
9,Cleveland,46.4,47.6,47.2,43.5,52.5,48.2
10,Jacksonville,46.5,48.6,53.0,47.2,45.9,45.0
11,Dallas,46.7,46.1,48.3,47.9,45.3,45.9
12,Atlanta,46.8,41.9,42.3,47.4,45.9,46.9
13,Kansas City,46.9,46.8,45.0,46.6,47.3,47.7
14,Pittsburgh,46.9,51.9,50.0,47.8,46.1,45.1
15,Green Bay,47.1,50.0,52.0,47.1,47.0,46.5
16,San Francisco,47.1,43.4,45.8,47.1,47.2,49.0
17,Buffalo,47.4,43.7,41.8,48.9,46.6,45.9
18,Minnesota,47.7,47.0,41.0,46.4,48.7,46.9
19,Cincinnati,47.7,50.8,53.8,49.5,46.2,44.6
20,Baltimore,47.7,50.2,68.7,45.0,49.7,45.6
21,Indianapolis,47.8,49.5,45.5,49.0,47.0,45.8
22,LA Rams,48.0,47.7,49.0,47.9,48.2,45.8
23,Seattle,48.3,50.1,45.5,48.9,48.0,45.9
24,Washington,48.4,45.8,40.7,47.8,49.0,46.4
25,NY Giants,48.5,47.4,51.0,46.9,50.8,43.5
26,Arizona,48.7,46.9,39.0,46.1,50.6,46.2
27,LA Chargers,49.1,41.6,50.0,47.9,49.7,45.7
28,Las Vegas,49.1,47.4,47.8,47.9,49.7,46.6
29,Chicago,49.1,49.1,59.0,47.3,51.0,44.8
30,Philadelphia,49.8,47.3,41.5,48.6,50.7,44.7
31,Tampa Bay,49.9,53.0,54.8,50.3,49.5,44.6
32,Denver,50.5,51.4,51.0,50.5,50.6,50.4
