Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,LA Chargers,15.0,14.3,13.0,15.6,14.5,13.0
2,Tampa Bay,14.4,17.0,15.0,14.2,14.5,13.2
3,Denver,14.2,14.3,14.0,14.8,13.7,12.5
4,Pittsburgh,14.1,16.0,14.0,15.2,13.2,14.2
5,Arizona,13.9,14.7,13.0,13.5,14.3,12.8
6,NY Jets,13.7,13.0,12.0,13.7,13.8,12.5
7,Washington,13.6,15.3,12.0,12.7,14.5,13.2
8,Cleveland,13.5,13.3,17.0,13.8,13.2,12.5
9,Chicago,13.5,13.3,13.0,13.6,13.4,12.7
10,Indianapolis,13.4,12.7,12.0,13.7,13.2,12.4
11,Minnesota,13.4,14.3,15.0,12.7,14.2,13.4
12,NY Giants,13.1,12.7,11.0,14.0,12.0,13.5
12,Philadelphia,13.1,11.7,15.0,12.8,13.4,13.1
14,Dallas,12.8,14.3,11.0,11.8,14.0,13.4
14,LA Rams,12.8,12.7,13.0,12.7,13.0,12.5
16,Baltimore,12.7,14.7,14.0,12.8,12.7,13.2
17,New England,12.7,12.3,12.0,12.0,13.3,12.4
18,Jacksonville,12.6,14.0,13.0,14.0,11.5,12.5
18,Tennessee,12.6,15.0,16.0,13.0,12.3,13.6
18,Houston,12.6,12.0,13.0,12.6,12.7,14.1
21,San Francisco,12.5,13.7,13.0,14.2,11.2,11.6
22,New Orleans,12.5,11.3,11.0,13.0,12.0,12.9
23,Cincinnati,12.4,11.0,14.0,13.0,12.0,12.5
24,Las Vegas,12.1,12.7,14.0,11.8,12.3,12.4
24,Detroit,12.1,13.0,15.0,12.0,12.2,12.5
26,Carolina,12.0,13.0,12.0,12.7,11.0,13.8
27,Buffalo,11.9,12.7,15.0,10.5,12.6,12.8
28,Miami,11.8,12.0,15.0,12.7,10.8,13.7
29,Kansas City,11.7,10.3,11.0,12.5,10.8,12.1
30,Green Bay,11.7,11.3,7.0,13.2,10.6,11.9
31,Seattle,11.4,11.0,9.0,12.8,10.2,11.4
32,Atlanta,10.8,10.0,10.0,11.3,10.3,12.4
