Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Chicago,5.4,5.2,4.4,6.0,4.9,4.2
2,Baltimore,5.3,4.4,4.6,4.7,5.8,4.8
3,Las Vegas,5.2,5.3,7.1,4.8,5.4,4.0
4,Buffalo,5.1,4.7,3.6,5.7,4.8,4.8
5,Atlanta,4.9,5.2,5.8,5.0,4.8,3.7
6,Jacksonville,4.9,3.8,1.9,4.1,5.5,4.5
7,Cleveland,4.9,4.5,5.6,4.9,4.7,5.1
8,Seattle,4.8,3.7,2.8,4.0,5.5,5.0
9,Green Bay,4.8,4.7,5.0,4.8,4.8,4.2
10,Philadelphia,4.7,5.9,7.4,5.1,4.3,5.0
11,Kansas City,4.7,5.2,3.9,4.5,4.8,4.7
12,NY Giants,4.7,3.9,4.3,4.3,5.1,4.0
13,Detroit,4.6,3.7,3.4,5.2,3.9,4.4
14,Dallas,4.6,4.4,4.3,4.3,4.9,4.4
15,New Orleans,4.5,3.0,2.9,4.8,4.1,3.9
16,NY Jets,4.5,4.4,4.9,4.5,4.5,4.4
17,Carolina,4.4,4.1,4.0,4.5,4.4,4.0
18,San Francisco,4.4,4.2,3.3,4.0,4.8,4.3
19,Arizona,4.3,3.9,5.3,4.8,3.9,4.2
20,Pittsburgh,4.3,4.8,4.8,4.1,4.5,3.8
21,Minnesota,4.3,4.0,2.1,4.3,4.2,4.3
22,Tennessee,4.2,2.8,3.0,3.5,4.6,4.4
23,Houston,4.1,3.2,2.6,4.1,4.1,3.4
24,Indianapolis,4.1,5.1,4.4,3.5,4.7,5.1
25,Denver,4.1,3.9,6.4,3.9,4.2,4.5
26,New England,4.0,3.8,4.3,4.1,3.9,4.4
27,Miami,4.0,4.1,2.5,3.8,4.3,3.5
28,Washington,4.0,3.8,4.8,4.0,3.9,4.3
29,Cincinnati,3.9,4.5,3.9,4.2,3.6,4.0
30,LA Chargers,3.8,3.9,5.0,3.1,4.4,4.3
31,LA Rams,3.5,4.2,4.1,3.0,4.1,3.7
32,Tampa Bay,3.3,3.7,4.8,2.6,3.6,4.3
