Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Philadelphia,72.4,87.2,107.2,66.7,78.9,96.6
2,NY Jets,77.1,75.2,75.3,78.8,75.1,103.2
3,Cincinnati,79.4,82.3,91.7,77.8,80.2,89.9
4,Denver,79.4,101.1,103.8,76.3,82.0,85.0
5,New England,81.1,98.4,106.0,78.7,82.8,78.5
6,San Francisco,82.3,71.0,80.4,82.1,82.5,95.0
7,Buffalo,82.4,100.7,84.8,70.2,89.5,70.1
8,Dallas,85.7,98.7,88.8,83.5,88.5,76.2
9,Houston,86.4,97.8,88.0,94.7,79.3,94.1
10,NY Giants,87.5,86.5,91.1,81.8,93.1,89.0
11,Carolina,88.6,79.3,73.8,84.7,94.8,95.0
12,Tampa Bay,89.3,90.1,75.3,96.1,83.9,85.9
13,Jacksonville,89.9,105.8,87.2,79.7,96.6,100.8
14,Baltimore,90.5,92.1,129.8,90.3,90.7,99.4
15,Washington,90.8,70.4,77.8,91.7,89.7,100.8
16,Pittsburgh,90.8,83.3,77.9,81.6,98.3,92.6
17,Tennessee,91.0,84.8,91.0,84.8,95.6,86.8
18,New Orleans,92.5,93.5,94.7,97.7,87.5,81.7
19,Green Bay,93.9,100.6,96.3,93.4,94.3,86.0
20,LA Chargers,94.0,102.8,89.9,99.7,88.8,93.0
21,Seattle,94.5,98.1,98.7,87.5,100.1,93.6
22,Atlanta,94.6,85.3,88.7,85.3,103.7,97.4
23,Detroit,94.7,81.5,80.8,95.7,93.2,101.0
24,Chicago,95.1,122.2,145.0,88.0,100.3,103.3
25,LA Rams,95.4,104.6,85.4,100.8,91.4,82.4
26,Indianapolis,95.5,97.9,87.5,100.4,91.3,90.5
27,Miami,96.3,85.8,67.8,84.6,115.5,85.4
28,Minnesota,97.2,109.2,119.8,101.4,92.1,91.4
29,Cleveland,98.4,110.7,97.6,100.5,94.7,89.4
30,Kansas City,99.2,93.6,48.3,96.1,102.3,94.0
31,Arizona,101.0,107.2,109.7,108.4,92.9,95.6
32,Las Vegas,106.3,105.3,106.6,97.0,112.1,97.1
