Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Atlanta,100.00%,--,--,--,100.00%,33.33%
1,Pittsburgh,100.00%,100.00%,100.00%,100.00%,100.00%,40.00%
1,Detroit,100.00%,100.00%,100.00%,100.00%,--,60.00%
1,LA Chargers,100.00%,100.00%,100.00%,--,100.00%,63.64%
1,Baltimore,100.00%,100.00%,100.00%,--,100.00%,25.00%
1,Minnesota,100.00%,--,--,100.00%,100.00%,14.29%
7,New Orleans,75.00%,--,--,100.00%,66.67%,0.00%
8,Kansas City,66.67%,--,--,50.00%,100.00%,66.67%
8,Cincinnati,66.67%,--,--,100.00%,50.00%,33.33%
10,Arizona,62.50%,--,--,75.00%,50.00%,25.00%
11,Jacksonville,60.00%,100.00%,100.00%,100.00%,33.33%,20.00%
12,Green Bay,50.00%,100.00%,--,100.00%,0.00%,33.33%
13,Washington,33.33%,--,--,33.33%,33.33%,25.00%
13,Cleveland,33.33%,0.00%,--,50.00%,0.00%,75.00%
13,NY Giants,33.33%,0.00%,--,0.00%,50.00%,80.00%
13,Philadelphia,33.33%,--,--,0.00%,100.00%,85.71%
17,Chicago,25.00%,--,--,100.00%,0.00%,75.00%
17,Tampa Bay,25.00%,--,--,33.33%,0.00%,33.33%
17,Carolina,25.00%,--,--,0.00%,100.00%,75.00%
17,Indianapolis,25.00%,0.00%,--,50.00%,0.00%,33.33%
21,Dallas,0.00%,--,--,--,0.00%,60.00%
21,Las Vegas,0.00%,0.00%,--,0.00%,0.00%,0.00%
21,Miami,0.00%,--,--,0.00%,--,66.67%
21,Houston,0.00%,0.00%,0.00%,--,0.00%,100.00%
21,New England,0.00%,--,--,0.00%,--,75.00%
21,Denver,0.00%,--,--,0.00%,--,33.33%
21,Buffalo,0.00%,0.00%,--,--,0.00%,57.14%
21,Seattle,0.00%,0.00%,--,--,0.00%,66.67%
29,San Francisco,--,--,--,--,--,100.00%
29,NY Jets,--,--,--,--,--,44.44%
29,Tennessee,--,--,--,--,--,66.67%
29,LA Rams,--,--,--,--,--,50.00%
