Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Washington,66.67%,83.33%,--,45.45%,84.62%,55.81%
2,Las Vegas,65.00%,50.00%,100.00%,71.43%,61.54%,55.77%
3,Arizona,60.53%,57.14%,0.00%,52.63%,68.42%,69.49%
4,Dallas,60.00%,66.67%,50.00%,46.15%,75.00%,64.29%
4,Minnesota,60.00%,62.50%,0.00%,42.86%,81.82%,63.89%
6,Indianapolis,59.52%,54.55%,66.67%,50.00%,70.00%,51.06%
7,Chicago,56.82%,70.00%,50.00%,38.46%,64.52%,53.33%
8,Atlanta,56.52%,0.00%,--,50.00%,71.43%,45.65%
9,Kansas City,55.56%,42.86%,0.00%,42.86%,60.00%,53.57%
9,Baltimore,55.56%,50.00%,40.00%,60.00%,52.94%,55.88%
11,Green Bay,54.84%,42.86%,50.00%,50.00%,58.82%,53.85%
11,Philadelphia,54.84%,38.46%,50.00%,55.56%,53.85%,52.38%
13,Pittsburgh,50.00%,42.86%,33.33%,50.00%,50.00%,45.65%
13,Houston,50.00%,57.14%,75.00%,38.46%,60.00%,44.19%
13,Carolina,50.00%,66.67%,75.00%,59.09%,25.00%,41.30%
13,LA Chargers,50.00%,71.43%,100.00%,35.71%,70.00%,39.39%
17,Denver,48.57%,63.64%,25.00%,56.25%,42.11%,37.50%
18,New England,48.48%,83.33%,100.00%,52.63%,42.86%,50.00%
19,Cincinnati,47.37%,50.00%,0.00%,50.00%,46.15%,46.51%
20,NY Giants,46.88%,33.33%,50.00%,44.44%,50.00%,50.00%
21,Miami,45.45%,50.00%,25.00%,50.00%,25.00%,59.18%
22,New Orleans,44.44%,40.00%,0.00%,54.55%,37.50%,53.33%
22,Detroit,44.44%,55.56%,40.00%,41.67%,46.67%,47.06%
22,Jacksonville,44.44%,60.00%,60.00%,40.00%,47.06%,33.33%
22,San Francisco,44.44%,40.00%,100.00%,66.67%,26.67%,42.37%
26,Buffalo,44.12%,44.44%,0.00%,40.00%,45.83%,61.22%
27,Seattle,42.86%,28.57%,0.00%,50.00%,35.29%,50.00%
28,NY Jets,39.29%,40.00%,50.00%,38.89%,40.00%,35.00%
29,LA Rams,39.13%,40.00%,100.00%,33.33%,50.00%,36.84%
30,Tennessee,36.00%,28.57%,100.00%,42.86%,27.27%,43.48%
31,Cleveland,34.62%,25.00%,--,50.00%,25.00%,40.91%
32,Tampa Bay,33.33%,25.00%,--,16.67%,55.56%,50.00%
