Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Baltimore,27.0,27.9,26.9,27.9,26.3,28.1
2,Philadelphia,27.3,29.8,29.9,27.4,27.3,28.5
3,Cincinnati,27.7,27.0,30.3,28.7,27.3,28.3
4,Pittsburgh,27.8,27.3,24.8,28.2,27.5,28.7
5,Jacksonville,27.9,28.4,28.8,29.7,26.5,31.2
6,Washington,28.0,27.5,29.3,27.7,28.3,28.0
7,Cleveland,28.0,28.5,27.8,27.5,28.6,28.2
8,Detroit,28.2,26.1,25.5,28.6,27.6,29.3
9,Kansas City,28.2,30.3,30.1,29.4,26.8,28.1
10,NY Giants,28.3,28.9,29.7,29.0,27.5,28.3
11,Arizona,28.4,28.7,27.6,29.1,27.6,29.0
12,Atlanta,28.6,32.4,33.2,28.2,29.0,29.1
13,Seattle,28.6,28.3,29.3,29.8,27.7,29.9
14,San Francisco,28.7,26.3,28.5,27.3,29.7,29.2
15,Tennessee,28.7,28.3,28.9,28.3,29.0,27.6
16,Miami,28.9,28.1,28.5,28.2,29.6,28.4
17,Minnesota,28.9,28.9,25.9,28.1,29.7,28.1
18,Houston,29.1,29.3,27.0,29.5,28.7,29.4
18,Las Vegas,29.1,28.1,26.7,28.8,29.3,28.7
20,NY Jets,29.2,30.9,29.9,28.9,29.5,29.2
21,Buffalo,29.3,26.4,25.7,30.0,28.8,28.8
22,New England,29.4,31.7,31.8,30.1,28.7,29.5
23,Dallas,29.4,29.1,26.3,30.0,28.8,28.5
24,Green Bay,29.6,26.8,27.0,30.1,29.2,27.4
25,New Orleans,29.6,29.6,31.2,29.4,29.9,28.4
26,LA Rams,29.7,29.7,27.0,32.0,27.5,28.3
27,Denver,29.8,30.7,34.2,29.7,29.9,28.7
28,Indianapolis,29.9,29.6,30.8,29.7,30.1,27.7
29,Chicago,30.0,30.2,31.0,30.3,29.8,30.0
30,LA Chargers,30.2,29.2,28.7,30.1,30.2,28.8
31,Tampa Bay,30.2,30.3,31.3,31.0,29.4,27.8
32,Carolina,30.3,26.9,24.2,28.7,32.3,29.3
