Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Philadelphia,13.6,5.7,14.0,14.2,13.0,5.8
2,LA Chargers,12.1,11.0,14.0,11.0,13.0,9.2
3,Buffalo,10.5,11.3,14.0,14.5,8.5,7.5
4,Miami,10.1,14.7,20.0,9.5,10.8,4.0
5,Las Vegas,9.1,10.3,17.0,10.8,8.1,6.0
6,Kansas City,8.8,8.7,6.0,8.7,9.0,8.3
7,San Francisco,8.7,10.3,7.0,7.6,9.7,7.2
8,Tennessee,8.6,8.0,10.0,10.0,7.5,9.6
9,Cincinnati,8.4,15.0,10.0,13.0,5.7,8.2
10,Detroit,7.7,9.3,7.0,9.0,6.2,6.3
11,Arizona,7.4,10.3,10.0,9.7,5.2,6.8
12,Baltimore,7.4,4.3,3.0,9.4,5.7,7.0
13,Minnesota,7.3,4.0,9.0,9.0,5.2,6.8
14,Pittsburgh,7.2,11.0,13.0,6.4,7.8,4.7
14,Seattle,7.2,5.7,10.0,9.2,5.5,8.1
16,New England,7.2,3.0,0.0,9.3,5.0,8.1
17,Dallas,6.9,11.3,7.0,6.0,8.0,8.5
18,Green Bay,6.8,6.7,6.0,9.0,5.3,9.6
19,Atlanta,6.8,6.7,7.0,7.3,6.2,7.7
20,NY Jets,6.7,6.7,10.0,7.3,6.0,4.9
21,Chicago,6.5,8.0,7.0,4.8,7.7,6.9
22,Jacksonville,6.3,9.0,10.0,7.2,5.5,4.8
23,LA Rams,6.2,3.3,3.0,7.5,4.6,9.1
24,New Orleans,5.9,5.7,0.0,7.8,4.0,6.8
25,Washington,5.8,9.7,3.0,4.5,7.2,6.6
26,Cleveland,5.8,1.0,0.0,5.7,6.0,7.8
27,Carolina,5.5,4.3,3.0,6.6,4.0,5.1
28,Tampa Bay,5.4,6.7,3.0,6.0,4.8,8.3
29,Denver,5.2,5.3,3.0,3.0,7.0,6.2
30,Houston,5.1,1.0,0.0,5.4,4.8,5.8
31,NY Giants,4.3,3.3,10.0,2.8,6.0,3.8
32,Indianapolis,3.7,4.0,3.0,5.8,1.5,7.5
