Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Tampa Bay,42.8,43.7,43.0,49.6,37.2,43.3
2,LA Chargers,42.3,38.0,47.0,43.4,41.3,39.6
3,Kansas City,40.5,37.0,42.0,43.8,36.4,39.9
4,Arizona,39.5,36.7,29.0,38.5,40.5,34.7
5,Minnesota,38.6,39.3,38.0,36.5,41.2,35.5
6,Cincinnati,37.5,35.7,37.0,39.5,36.4,33.2
7,Buffalo,37.5,34.0,33.0,36.0,38.3,37.7
8,Indianapolis,36.9,31.3,34.0,36.8,37.0,30.6
9,Las Vegas,36.2,37.0,36.0,34.5,37.1,37.9
10,Miami,36.0,34.7,41.0,34.8,37.4,36.2
11,Pittsburgh,35.9,33.3,28.0,32.2,39.0,39.3
12,Jacksonville,35.1,36.0,37.0,37.8,32.8,35.5
13,Denver,34.7,36.0,35.0,36.0,33.7,31.8
14,LA Rams,34.2,29.7,24.0,37.3,30.4,35.7
15,Green Bay,34.2,28.0,25.0,32.8,35.1,34.6
16,NY Jets,34.1,25.3,29.0,37.8,29.6,35.5
17,Washington,33.6,26.3,23.0,34.3,32.8,32.4
18,Cleveland,33.5,37.7,37.0,32.8,34.4,30.6
19,Houston,33.5,36.3,39.0,31.4,35.2,32.1
20,New Orleans,33.3,28.7,30.0,31.7,35.0,29.6
21,Detroit,33.2,29.7,37.0,35.2,30.8,34.9
22,Seattle,32.2,34.7,37.0,34.8,30.0,29.1
23,San Francisco,31.4,31.3,37.0,32.4,30.5,29.4
24,Dallas,31.2,35.3,30.0,30.3,32.2,38.4
25,New England,30.7,34.0,36.0,29.0,32.3,31.8
26,Baltimore,29.3,29.0,32.0,27.8,30.5,35.9
27,Philadelphia,29.1,26.3,28.0,27.5,31.0,29.8
28,NY Giants,29.0,32.0,35.0,29.2,28.8,34.9
29,Carolina,28.0,22.7,19.0,26.7,29.8,35.2
30,Tennessee,25.0,33.0,34.0,30.0,20.8,31.1
31,Atlanta,23.0,25.0,25.0,22.8,23.2,33.7
32,Chicago,21.2,22.0,25.0,21.8,20.7,31.9
