Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Atlanta,28.8,36.3,46.0,28.0,29.7,26.2
2,LA Rams,25.7,29.3,40.0,25.3,26.2,24.4
3,New England,24.6,24.7,27.0,26.2,23.0,20.9
4,Denver,24.4,25.3,26.0,25.8,23.2,21.3
5,Carolina,23.8,19.0,11.0,22.9,25.2,21.9
6,Las Vegas,23.6,23.3,20.0,26.8,21.9,24.7
7,Pittsburgh,23.4,25.0,30.0,24.8,22.2,21.3
8,NY Jets,22.9,22.7,30.0,21.5,24.6,24.3
9,Kansas City,22.8,23.3,22.0,23.5,22.0,21.3
10,Miami,22.5,22.3,16.0,23.3,21.4,22.4
10,Cincinnati,22.5,24.3,27.0,17.3,25.4,22.1
12,Green Bay,22.3,29.0,32.0,21.8,22.7,16.3
13,Houston,22.0,26.3,14.0,26.6,18.2,24.1
14,Jacksonville,21.5,17.7,25.0,21.6,21.3,23.5
14,Tampa Bay,21.5,19.0,27.0,21.8,21.2,17.2
16,New Orleans,21.4,28.0,28.0,19.2,23.7,20.4
17,NY Giants,21.3,22.3,23.0,22.7,19.6,28.9
18,Indianapolis,21.1,24.3,29.0,24.0,18.2,18.1
19,Philadelphia,20.8,26.0,20.0,22.8,18.4,28.7
20,Tennessee,20.5,19.7,17.0,21.0,20.2,18.7
21,Chicago,20.4,20.0,33.0,16.8,23.0,20.8
22,Washington,20.1,20.0,24.0,20.2,20.0,23.1
23,LA Chargers,20.0,25.0,19.0,16.0,23.3,23.2
24,San Francisco,19.9,16.3,19.0,16.2,23.0,22.3
25,Arizona,19.8,16.0,10.0,19.3,20.2,20.2
25,Buffalo,19.8,19.7,11.0,18.3,20.5,17.6
27,Seattle,19.7,21.0,36.0,20.8,18.8,27.8
28,Cleveland,19.2,24.0,25.0,19.5,18.8,21.0
29,Detroit,18.9,17.0,21.0,21.3,16.0,23.6
30,Dallas,18.8,15.3,12.0,20.5,16.8,20.1
31,Minnesota,17.9,16.0,14.0,17.2,18.8,24.9
32,Baltimore,17.3,16.0,21.0,18.4,16.3,19.6
