Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Dallas,11.51%,12.37%,7.89%,10.38%,12.85%,6.05%
2,New England,9.01%,7.00%,5.71%,12.89%,5.86%,6.01%
3,Tampa Bay,8.96%,10.19%,9.76%,8.99%,8.93%,6.28%
4,Philadelphia,8.72%,10.42%,10.71%,8.22%,9.28%,5.01%
5,NY Jets,8.52%,13.13%,7.41%,8.92%,8.06%,5.32%
6,San Francisco,8.29%,5.93%,3.23%,7.14%,9.41%,8.30%
7,New Orleans,8.03%,10.38%,2.63%,8.87%,7.21%,7.21%
8,Kansas City,8.03%,12.15%,11.11%,7.48%,8.56%,4.71%
9,Indianapolis,7.99%,8.08%,9.68%,8.94%,7.18%,5.24%
10,Baltimore,7.87%,10.71%,9.76%,7.18%,8.40%,5.19%
11,Houston,7.50%,8.60%,10.87%,6.13%,8.63%,5.54%
12,Washington,7.44%,7.69%,3.85%,6.02%,9.09%,5.98%
13,Seattle,7.02%,5.61%,2.70%,9.29%,5.09%,4.91%
14,Minnesota,6.90%,4.27%,7.14%,5.73%,8.29%,7.53%
15,Buffalo,6.80%,3.39%,2.70%,6.59%,6.92%,7.13%
16,Cleveland,6.76%,5.50%,6.52%,5.91%,8.27%,6.95%
17,Green Bay,6.63%,6.36%,6.67%,10.07%,4.48%,6.47%
18,Tennessee,6.57%,6.35%,2.63%,7.80%,5.62%,7.25%
19,Denver,6.47%,2.13%,0.00%,9.04%,4.21%,6.02%
20,Miami,6.05%,8.93%,11.36%,7.31%,3.92%,7.32%
21,LA Chargers,5.93%,3.19%,3.33%,7.30%,4.66%,5.89%
22,Carolina,5.75%,10.09%,7.89%,5.28%,6.47%,7.04%
23,LA Rams,5.61%,5.31%,0.00%,8.72%,3.18%,7.39%
24,NY Giants,5.31%,4.12%,0.00%,7.33%,3.23%,5.27%
25,Pittsburgh,5.24%,6.48%,8.11%,3.76%,6.41%,8.77%
26,Detroit,5.00%,7.02%,6.67%,4.98%,5.03%,5.23%
27,Arizona,4.99%,5.83%,7.84%,3.77%,6.31%,6.76%
28,Chicago,4.69%,3.85%,3.33%,5.48%,4.10%,9.32%
29,Cincinnati,4.42%,2.75%,2.86%,4.07%,4.58%,6.22%
30,Jacksonville,4.22%,2.83%,3.03%,6.17%,2.90%,5.57%
31,Las Vegas,4.07%,6.80%,7.50%,4.03%,4.10%,5.47%
32,Atlanta,3.86%,7.69%,0.00%,4.55%,3.18%,3.03%
