Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Atlanta,67.6,73.7,74.0,66.7,68.5,65.9
2,Houston,65.5,70.3,58.0,70.6,61.2,64.6
3,Seattle,64.8,67.7,80.0,65.0,64.7,72.4
4,Carolina,64.3,57.7,46.0,59.9,70.6,58.5
5,Las Vegas,63.0,61.0,57.0,61.8,63.7,63.1
6,Indianapolis,62.8,65.7,75.0,63.7,62.0,58.9
7,LA Rams,62.6,66.7,75.0,60.5,65.2,64.0
8,Detroit,62.5,61.7,66.0,65.3,59.2,62.6
9,Denver,62.5,62.3,71.0,58.6,65.7,56.9
10,NY Jets,62.3,60.3,62.0,59.0,66.2,66.0
10,Minnesota,62.3,62.3,51.0,61.3,63.4,66.7
12,New England,61.6,64.0,71.0,63.3,59.8,59.1
13,Green Bay,61.4,74.0,79.0,61.2,61.6,54.2
14,Miami,61.0,61.7,53.0,63.5,58.0,60.1
14,Kansas City,61.0,62.7,53.0,58.5,64.0,59.0
16,Pittsburgh,60.7,56.7,65.0,59.6,61.7,63.3
16,Tennessee,60.7,58.3,55.0,62.6,59.2,56.8
18,Dallas,60.5,54.0,49.0,62.3,58.4,57.8
19,New Orleans,60.4,72.3,72.0,54.2,66.7,58.1
20,Jacksonville,60.4,56.3,66.0,58.6,61.8,62.6
20,Tampa Bay,60.4,57.0,76.0,63.6,57.7,57.5
22,LA Chargers,60.1,66.7,64.0,57.8,62.0,63.4
23,Arizona,59.4,55.0,54.0,61.5,57.3,58.4
23,Buffalo,59.4,59.0,44.0,62.0,58.1,55.6
25,Philadelphia,59.4,65.7,46.0,58.0,61.0,65.5
26,Cincinnati,59.3,57.0,63.0,49.8,64.7,60.8
27,Chicago,59.1,59.0,69.0,55.4,61.7,58.0
28,NY Giants,58.7,62.7,68.0,58.7,58.8,68.1
29,San Francisco,57.7,55.0,53.0,52.4,62.2,60.2
30,Cleveland,56.7,65.0,63.0,56.3,57.2,58.8
31,Baltimore,56.0,52.3,61.0,55.2,56.7,55.8
32,Washington,54.8,50.0,58.0,55.7,53.8,60.4
