Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Philadelphia,1.2,-0.7,1.0,1.7,0.6,-0.2
2,Baltimore,0.7,0.7,-1.0,1.0,0.5,-0.6
3,Minnesota,0.5,0.0,-1.0,0.3,0.8,0.6
4,Dallas,0.5,-0.3,-2.0,0.5,0.4,0.8
5,Seattle,0.4,0.3,0.0,0.8,0.0,0.3
6,LA Chargers,0.3,0.3,2.0,0.0,0.5,-0.1
6,NY Giants,0.3,0.3,2.0,0.3,0.2,-0.5
8,Pittsburgh,0.2,2.0,2.0,0.2,0.2,0.2
8,Jacksonville,0.2,1.3,1.0,0.2,0.2,-1.2
8,NY Jets,0.2,0.7,1.0,-0.3,0.8,-0.8
8,Tennessee,0.2,-0.3,0.0,0.6,-0.2,-0.3
8,Tampa Bay,0.2,0.0,1.0,-0.4,0.7,0.8
13,New England,0.2,0.7,1.0,-0.5,0.8,0.3
14,San Francisco,0.1,1.3,2.0,1.2,-0.8,-0.2
14,Cincinnati,0.1,0.3,0.0,0.0,0.1,0.3
16,Arizona,0.1,-0.7,-2.0,0.3,-0.2,0.6
17,Washington,0.0,1.3,0.0,-0.7,0.7,-0.3
17,Detroit,0.0,1.0,-1.0,0.2,-0.2,-0.2
17,Chicago,0.0,-0.3,-1.0,-0.4,0.3,-0.8
17,Miami,0.0,1.0,2.0,1.2,-1.4,0.0
17,Buffalo,0.0,0.3,-1.0,0.3,-0.1,0.5
22,Atlanta,-0.1,-0.7,0.0,0.2,-0.3,-0.4
23,Las Vegas,-0.1,0.3,0.0,0.8,-0.6,-0.6
23,Denver,-0.1,-0.3,-1.0,0.2,-0.3,0.1
25,Kansas City,-0.3,-0.7,0.0,-0.7,0.2,0.1
26,Carolina,-0.3,0.0,1.0,0.3,-1.2,-0.8
27,Houston,-0.4,-2.0,-2.0,-0.4,-0.3,0.2
28,Green Bay,-0.4,0.0,-1.0,-0.2,-0.6,0.7
29,Cleveland,-0.6,-1.0,-1.0,-0.7,-0.6,-0.2
29,LA Rams,-0.6,-0.7,0.0,-0.7,-0.6,0.0
31,Indianapolis,-0.8,-0.7,-2.0,-0.5,-1.2,0.8
32,New Orleans,-1.2,-1.3,-2.0,-0.7,-1.7,0.4
