Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Miami,8.5,8.7,7.4,8.3,8.7,6.4
2,Philadelphia,8.1,6.6,5.5,8.0,8.1,7.2
3,Kansas City,8.1,8.8,7.6,7.5,8.9,7.5
4,Seattle,7.9,8.4,8.9,7.2,8.6,7.7
5,Cincinnati,7.8,8.0,7.3,8.6,7.2,8.5
6,San Francisco,7.8,7.3,6.0,7.7,7.8,8.5
7,Tennessee,7.7,8.9,8.6,8.1,7.3,7.1
8,Buffalo,7.6,6.6,6.8,9.0,6.9,7.1
9,New England,7.6,8.1,5.4,7.4,7.7,7.6
10,New Orleans,7.5,7.6,6.8,7.1,7.8,6.8
11,Atlanta,7.4,6.5,7.0,7.3,7.6,7.0
12,Detroit,7.4,7.2,6.5,7.4,7.4,6.5
13,Chicago,7.2,7.6,7.2,6.5,7.7,6.7
14,Dallas,7.1,7.9,8.7,7.5,6.6,7.6
15,Cleveland,7.1,6.6,5.7,7.3,6.8,7.0
16,Las Vegas,7.1,7.7,8.2,6.7,7.2,7.5
17,Green Bay,7.0,8.4,10.1,7.3,6.8,7.6
18,Baltimore,6.9,6.9,7.9,6.9,6.9,7.0
19,Jacksonville,6.9,7.5,8.7,7.3,6.4,6.1
20,NY Giants,6.8,8.0,6.5,6.7,7.0,5.8
21,Denver,6.8,6.3,4.1,6.4,7.2,7.1
22,Carolina,6.7,6.9,8.6,7.1,6.3,6.0
23,Minnesota,6.7,7.0,8.2,7.1,6.3,7.4
24,NY Jets,6.7,7.2,10.9,7.2,6.0,6.6
25,Indianapolis,6.7,6.7,5.9,7.1,6.2,6.9
26,Washington,6.6,6.8,6.0,6.7,6.5,6.8
27,LA Rams,6.6,6.0,4.4,6.6,6.6,8.2
28,Tampa Bay,6.5,6.0,5.7,6.5,6.5,7.3
29,LA Chargers,6.5,6.6,5.8,6.4,6.5,7.4
30,Houston,6.4,6.4,5.5,6.1,6.6,6.6
31,Arizona,6.1,6.4,6.6,5.8,6.4,7.6
32,Pittsburgh,6.1,6.4,6.2,6.5,5.8,6.0
