Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Philadelphia,3.1,3.0,4.0,3.2,3.0,2.5
2,Buffalo,2.9,2.0,3.0,4.0,2.4,3.2
3,Kansas City,2.9,2.7,2.0,2.2,3.8,3.1
4,Dallas,2.7,4.0,4.0,2.8,2.6,2.7
4,Miami,2.7,3.7,3.0,2.2,3.4,2.0
4,Seattle,2.7,3.0,4.0,2.4,3.0,2.6
7,Cincinnati,2.6,4.0,2.0,3.5,2.1,2.5
8,Detroit,2.5,3.3,2.0,2.8,2.2,1.6
9,San Francisco,2.5,2.3,1.0,2.0,2.8,2.4
9,Baltimore,2.5,1.7,1.0,2.2,2.7,1.9
11,LA Chargers,2.4,2.0,2.0,2.2,2.5,2.4
12,NY Jets,2.2,2.0,4.0,2.2,2.2,1.4
12,Cleveland,2.2,2.0,2.0,2.3,2.0,2.2
12,Minnesota,2.2,2.0,3.0,2.7,1.6,2.1
15,Atlanta,2.2,1.3,1.0,2.8,1.5,1.8
16,Tennessee,2.1,2.0,1.0,1.8,2.3,2.4
17,New Orleans,2.0,1.3,0.0,2.3,1.7,1.8
17,Las Vegas,2.0,2.3,4.0,2.8,1.6,1.7
17,Jacksonville,2.0,2.3,2.0,1.6,2.3,1.1
17,New England,2.0,1.3,1.0,1.7,2.3,2.4
17,Green Bay,2.0,2.3,3.0,2.2,1.9,2.8
22,Chicago,1.8,2.3,1.0,2.0,1.6,1.6
23,NY Giants,1.7,1.7,2.0,1.7,1.8,1.0
23,LA Rams,1.7,1.7,1.0,2.2,1.2,2.8
25,Arizona,1.7,2.3,3.0,1.8,1.5,2.6
26,Carolina,1.5,1.0,2.0,1.6,1.4,1.5
27,Pittsburgh,1.5,2.0,1.0,1.8,1.2,1.7
28,Washington,1.4,1.7,1.0,1.5,1.3,1.5
29,Houston,1.4,0.7,0.0,1.8,1.0,1.5
29,Tampa Bay,1.4,2.0,2.0,1.4,1.3,3.3
31,Indianapolis,1.2,1.3,2.0,1.7,0.7,2.7
32,Denver,1.0,1.0,1.0,0.4,1.5,1.9
