Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Las Vegas,81.82%,100.00%,100.00%,75.00%,85.71%,64.52%
2,Arizona,80.00%,75.00%,0.00%,80.00%,80.00%,87.10%
3,Chicago,76.00%,100.00%,100.00%,80.00%,75.00%,64.00%
4,Dallas,75.00%,100.00%,100.00%,50.00%,100.00%,67.86%
4,Washington,75.00%,66.67%,--,66.67%,83.33%,64.00%
4,Houston,75.00%,60.00%,66.67%,50.00%,80.00%,61.11%
7,Minnesota,70.00%,75.00%,--,50.00%,100.00%,71.43%
8,Pittsburgh,66.67%,100.00%,--,83.33%,50.00%,52.38%
8,Denver,66.67%,71.43%,0.00%,100.00%,45.45%,25.00%
10,Carolina,64.71%,50.00%,50.00%,81.82%,33.33%,60.00%
11,Indianapolis,64.29%,57.14%,66.67%,50.00%,78.57%,47.62%
12,Green Bay,61.90%,50.00%,--,54.55%,70.00%,65.00%
13,NY Jets,61.54%,80.00%,100.00%,55.56%,75.00%,50.00%
14,New England,56.25%,100.00%,100.00%,70.00%,33.33%,50.00%
14,Kansas City,56.25%,33.33%,0.00%,40.00%,63.64%,53.57%
14,Philadelphia,56.25%,33.33%,50.00%,50.00%,62.50%,72.00%
17,Miami,55.56%,66.67%,0.00%,66.67%,33.33%,58.62%
18,Baltimore,54.55%,50.00%,33.33%,66.67%,50.00%,61.90%
19,Atlanta,50.00%,0.00%,--,40.00%,66.67%,54.17%
19,Detroit,50.00%,66.67%,50.00%,50.00%,50.00%,47.06%
19,San Francisco,50.00%,0.00%,--,60.00%,44.44%,56.52%
19,LA Chargers,50.00%,66.67%,100.00%,40.00%,60.00%,30.00%
19,Cincinnati,50.00%,100.00%,--,66.67%,40.00%,61.11%
24,Buffalo,47.06%,50.00%,0.00%,25.00%,53.85%,76.00%
25,Tennessee,45.45%,66.67%,100.00%,57.14%,25.00%,56.00%
25,NY Giants,45.45%,50.00%,100.00%,25.00%,57.14%,56.52%
25,LA Rams,45.45%,50.00%,--,33.33%,60.00%,43.75%
28,New Orleans,43.75%,50.00%,0.00%,50.00%,40.00%,64.29%
29,Jacksonville,38.46%,33.33%,50.00%,25.00%,44.44%,42.86%
30,Seattle,35.71%,33.33%,0.00%,42.86%,28.57%,64.71%
31,Cleveland,33.33%,33.33%,--,25.00%,37.50%,60.00%
31,Tampa Bay,33.33%,--,--,16.67%,66.67%,38.46%
