Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,LA Chargers,28.4,26.3,35.0,28.8,28.0,26.1
2,Tampa Bay,28.3,29.0,29.0,33.4,24.0,29.0
3,Kansas City,26.5,24.3,27.0,29.0,23.6,26.9
4,Arizona,26.3,24.7,18.0,25.3,27.3,24.1
5,Cincinnati,25.7,23.7,22.0,28.3,24.3,23.0
6,Minnesota,25.3,26.0,31.0,25.3,25.2,23.4
7,Indianapolis,25.1,22.0,22.0,26.3,23.8,19.1
8,Miami,23.9,23.3,23.0,22.7,25.4,23.8
9,Buffalo,23.8,21.3,22.0,22.5,24.5,24.4
10,Seattle,23.4,25.3,27.0,25.0,22.0,19.1
11,Jacksonville,23.3,27.7,29.0,25.2,21.7,21.2
12,Pittsburgh,23.2,21.0,20.0,20.2,25.7,25.2
13,Las Vegas,22.8,24.0,25.0,22.8,22.9,25.4
13,LA Rams,22.8,18.3,14.0,26.3,18.6,24.0
15,Green Bay,22.2,18.3,17.0,21.2,22.9,23.4
16,New Orleans,21.8,19.0,18.0,21.0,22.5,17.2
17,Cleveland,21.5,24.3,23.0,20.8,22.2,18.8
18,Detroit,21.2,19.7,23.0,22.0,20.2,23.3
19,New England,21.2,24.3,22.0,20.2,22.2,21.6
20,Houston,20.8,22.3,26.0,19.6,21.8,20.8
21,Washington,20.7,15.3,14.0,21.0,20.3,20.9
22,San Francisco,20.5,21.7,26.0,21.0,20.0,19.3
23,Denver,20.2,21.3,19.0,20.6,19.8,20.8
24,NY Jets,20.0,16.3,22.0,23.2,16.2,21.0
25,Dallas,19.8,24.7,21.0,19.3,20.4,26.0
26,Philadelphia,19.5,17.0,16.0,18.3,21.0,18.3
27,NY Giants,18.6,20.3,21.0,18.3,19.0,20.6
28,Baltimore,18.2,17.3,16.0,18.6,17.8,23.3
29,Carolina,16.3,14.0,11.0,16.0,16.8,20.5
30,Tennessee,15.6,21.7,22.0,18.6,13.2,20.8
31,Atlanta,14.3,15.7,15.0,14.2,14.3,22.2
32,Chicago,12.6,13.3,14.0,11.8,13.1,19.5
