Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Chicago,48.03%,44.83%,48.39%,50.52%,46.32%,52.13%
2,Houston,48.78%,45.15%,63.89%,47.38%,50.00%,52.50%
3,Green Bay,49.18%,49.55%,37.97%,47.12%,50.57%,61.07%
4,Indianapolis,51.80%,51.56%,46.27%,49.72%,53.73%,60.00%
5,Seattle,53.63%,50.47%,48.05%,55.45%,52.17%,57.62%
6,New Orleans,54.51%,50.96%,56.72%,57.83%,51.61%,59.96%
7,LA Chargers,54.80%,47.96%,46.88%,57.23%,52.73%,53.85%
8,Carolina,55.06%,59.56%,66.67%,58.63%,50.30%,53.89%
9,Detroit,55.10%,55.88%,60.81%,58.21%,50.96%,52.56%
10,Cleveland,55.31%,55.90%,69.70%,63.71%,44.78%,58.62%
11,Atlanta,55.84%,34.21%,38.33%,56.27%,55.42%,53.41%
12,Dallas,55.86%,55.75%,64.41%,54.92%,57.01%,59.21%
13,NY Giants,56.02%,50.52%,43.48%,53.65%,58.68%,56.73%
14,Las Vegas,56.55%,55.98%,63.49%,59.60%,54.83%,58.16%
15,NY Jets,56.92%,56.25%,48.21%,57.10%,56.71%,54.15%
16,Cincinnati,57.12%,63.37%,62.50%,57.48%,56.96%,62.81%
17,Washington,57.49%,58.33%,47.27%,60.17%,54.68%,59.62%
17,Jacksonville,57.49%,56.68%,48.53%,54.18%,59.95%,53.84%
19,New England,57.50%,53.48%,48.61%,51.87%,63.06%,54.85%
20,Denver,57.84%,50.27%,29.23%,62.88%,54.04%,57.56%
21,Tampa Bay,57.93%,60.00%,54.67%,54.27%,61.20%,66.29%
22,LA Rams,58.95%,58.55%,58.33%,52.44%,65.28%,61.96%
23,Minnesota,59.15%,59.39%,76.36%,59.89%,58.31%,58.77%
24,Philadelphia,59.25%,50.00%,57.14%,59.35%,59.15%,57.40%
25,Pittsburgh,59.41%,62.79%,59.68%,59.81%,59.09%,55.97%
26,San Francisco,60.21%,65.56%,58.49%,68.29%,54.01%,58.69%
27,Miami,60.47%,58.95%,75.86%,67.89%,51.00%,60.68%
28,Buffalo,61.29%,63.44%,72.55%,62.55%,60.59%,57.40%
29,Arizona,61.38%,66.30%,79.69%,61.60%,61.16%,57.24%
30,Kansas City,62.82%,59.12%,49.09%,58.47%,67.68%,60.96%
31,Baltimore,65.83%,68.29%,67.21%,65.00%,66.49%,63.41%
32,Tennessee,66.20%,63.64%,57.58%,62.88%,68.99%,65.00%
