Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Denver,65.5,64.0,34.0,76.2,56.5,54.2
2,Minnesota,56.3,52.7,55.0,45.0,69.8,46.2
3,NY Giants,55.5,57.0,86.0,55.3,55.8,47.9
4,Seattle,55.1,55.7,50.0,55.4,54.8,54.1
5,Carolina,54.5,58.0,44.0,50.1,60.6,52.7
6,Detroit,53.7,61.7,36.0,54.3,53.0,48.1
7,Atlanta,53.5,57.7,28.0,59.2,47.8,56.2
8,Tampa Bay,53.4,47.0,42.0,61.2,46.8,38.2
9,Tennessee,51.9,56.7,80.0,49.4,54.0,62.0
10,LA Chargers,51.5,41.7,19.0,58.8,45.3,49.1
11,New Orleans,51.3,53.0,64.0,60.2,42.3,44.8
12,Cleveland,51.2,67.3,70.0,44.5,59.2,51.6
13,Dallas,50.6,55.0,66.0,61.0,38.2,57.3
14,Buffalo,50.6,45.3,62.0,65.8,43.0,46.7
15,Green Bay,50.4,42.3,25.0,61.2,42.7,42.1
16,Cincinnati,48.8,59.0,57.0,43.0,52.1,49.0
17,Houston,48.6,31.7,35.0,50.4,47.2,46.5
18,Miami,48.2,63.0,45.0,37.3,61.2,58.3
18,Philadelphia,48.2,61.0,35.0,48.0,48.4,47.7
20,Las Vegas,45.4,26.7,10.0,52.3,41.4,59.8
21,Kansas City,44.8,26.7,25.0,44.2,45.6,50.1
22,Arizona,44.7,29.7,30.0,33.8,55.5,52.4
23,Washington,43.7,36.7,20.0,57.0,30.3,47.2
24,NY Jets,43.5,31.7,10.0,42.5,44.8,47.9
25,San Francisco,43.0,33.7,46.0,49.2,37.8,45.9
26,Pittsburgh,42.5,46.0,20.0,55.8,31.5,57.9
27,Jacksonville,41.5,21.7,20.0,37.4,44.8,51.7
28,Indianapolis,40.6,49.3,19.0,42.5,38.7,57.5
29,Baltimore,39.0,41.7,19.0,42.6,36.0,51.9
30,Chicago,37.7,11.0,5.0,42.6,34.1,50.4
31,LA Rams,34.6,35.7,25.0,35.2,34.0,42.1
32,New England,34.0,27.3,47.0,34.0,34.0,48.8
