Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Denver,8.8,13.3,14.9,9.2,8.5,10.7
2,Dallas,8.8,10.2,10.0,8.3,9.5,11.1
3,Philadelphia,8.9,10.5,13.9,9.4,8.3,9.1
4,Tampa Bay,9.1,9.5,7.7,9.1,9.1,9.4
5,San Francisco,9.3,9.1,10.9,9.8,8.8,9.5
6,Indianapolis,9.4,9.0,7.6,9.3,9.4,10.2
7,Carolina,9.4,7.6,6.6,9.6,9.1,9.7
8,NY Jets,9.5,9.9,11.8,9.9,9.1,11.0
9,Kansas City,9.5,8.7,5.9,9.8,9.3,10.5
10,Buffalo,9.6,10.0,8.3,9.9,9.4,9.5
11,Arizona,9.7,8.3,7.0,10.4,8.9,10.2
12,Miami,9.8,7.3,6.7,8.2,12.4,10.4
13,LA Rams,9.9,10.3,11.9,9.9,9.9,9.9
14,New Orleans,10.1,9.5,8.5,10.4,9.8,10.4
15,Baltimore,10.2,9.4,10.1,10.2,10.1,11.9
16,Green Bay,10.2,10.7,8.6,10.0,10.3,9.8
17,Las Vegas,10.3,10.3,11.4,10.2,10.4,9.5
18,New England,10.3,9.2,10.1,9.1,11.2,10.3
19,Tennessee,10.4,10.9,12.1,10.0,10.7,10.5
20,Seattle,10.5,9.6,11.7,10.7,10.3,10.2
21,LA Chargers,10.6,12.9,10.3,11.3,10.0,10.5
22,Atlanta,10.6,9.7,9.9,10.6,10.7,10.1
23,Cleveland,10.7,9.7,7.9,10.0,12.0,9.4
24,Washington,10.8,9.1,11.0,10.9,10.7,10.8
25,Cincinnati,11.0,10.8,12.8,11.1,10.9,10.1
26,NY Giants,11.2,11.9,12.4,11.2,11.1,9.5
27,Minnesota,11.2,11.8,13.0,11.0,11.4,10.7
28,Jacksonville,11.3,13.2,15.8,11.3,11.2,10.3
29,Chicago,11.3,12.4,14.0,11.9,10.9,10.4
30,Houston,11.6,12.5,11.9,11.1,12.1,11.3
31,Detroit,11.6,11.3,9.9,11.9,11.1,11.6
32,Pittsburgh,11.8,10.8,8.2,11.6,12.0,10.4
