Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Miami,55.5,55.7,58.0,56.2,54.6,63.4
2,Carolina,55.8,65.7,71.0,58.3,52.2,60.9
3,Houston,55.9,52.7,53.0,53.2,58.2,59.6
4,Las Vegas,57.3,66.0,80.0,58.0,56.9,62.3
5,Seattle,57.7,58.7,57.0,60.2,55.7,54.3
6,NY Jets,58.0,62.3,69.0,62.2,53.0,54.0
7,New England,58.1,53.0,44.0,54.0,62.2,60.4
8,LA Rams,58.3,56.7,53.0,61.3,54.6,60.8
9,New Orleans,58.4,51.7,53.0,62.7,54.2,59.7
10,Tennessee,58.6,63.7,63.0,59.2,58.2,65.1
11,Baltimore,59.3,63.7,66.0,61.0,57.8,66.2
12,Minnesota,59.5,60.3,72.0,62.2,56.2,60.7
13,Atlanta,59.6,57.7,58.0,61.7,57.5,58.5
14,Kansas City,59.8,60.7,75.0,61.2,58.2,62.1
15,Buffalo,60.0,67.7,71.0,51.3,64.4,61.8
16,Denver,60.1,58.0,46.0,65.2,55.8,62.0
17,Dallas,60.5,70.3,68.0,55.8,66.0,64.1
18,Detroit,60.5,61.0,65.0,57.8,63.8,60.9
19,Tampa Bay,60.7,68.0,63.0,57.2,63.7,62.1
20,Jacksonville,61.0,66.0,61.0,62.8,59.5,56.9
21,Cincinnati,61.5,63.7,55.0,71.8,55.6,61.3
22,Chicago,62.5,64.0,62.0,60.4,64.0,59.9
22,Green Bay,62.5,56.3,46.0,67.2,59.1,61.5
24,San Francisco,62.7,70.0,72.0,68.8,57.7,62.9
25,LA Chargers,63.3,58.3,54.0,64.0,62.7,61.2
26,NY Giants,63.6,64.0,49.0,67.0,59.6,58.6
27,Arizona,63.7,64.3,64.0,59.8,67.5,63.1
28,Philadelphia,65.6,62.7,79.0,65.7,65.6,59.7
29,Pittsburgh,66.2,73.7,75.0,67.0,65.5,63.4
30,Washington,66.9,78.0,74.0,65.0,68.8,60.9
31,Indianapolis,67.1,63.7,65.0,66.8,67.3,62.1
32,Cleveland,68.5,69.0,76.0,69.0,68.0,60.1
