Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Philadelphia,10.4,12.7,21.0,11.2,9.4,9.2
2,Baltimore,10.3,12.3,13.0,10.6,10.0,9.4
3,Chicago,10.1,10.3,7.0,10.8,9.6,7.0
4,Cleveland,9.2,7.3,10.0,9.5,8.8,8.1
5,Atlanta,8.8,8.0,10.0,10.2,7.5,4.4
6,NY Giants,8.7,7.7,6.0,9.0,8.4,5.3
7,Buffalo,7.9,9.3,6.0,7.0,8.4,8.3
8,Dallas,7.7,10.7,10.0,6.7,9.0,6.6
9,Las Vegas,7.4,9.3,13.0,9.0,6.4,5.5
9,San Francisco,7.4,8.3,6.0,7.8,7.0,7.2
11,Washington,7.3,10.7,11.0,6.8,7.8,7.6
12,Detroit,7.1,9.3,7.0,6.5,7.8,6.1
13,Arizona,7.1,7.0,9.0,7.3,6.8,7.4
14,Jacksonville,6.8,4.7,1.0,6.0,7.5,5.4
15,Green Bay,6.7,6.0,5.0,7.8,5.9,6.3
16,Pittsburgh,6.6,9.7,11.0,6.6,6.7,4.9
17,Cincinnati,6.3,9.7,7.0,8.3,5.1,5.6
17,Seattle,6.3,6.0,6.0,5.6,6.8,6.2
19,Carolina,6.3,9.0,10.0,6.7,5.6,6.9
20,New Orleans,6.1,3.0,4.0,7.3,4.8,6.6
21,New England,6.0,4.3,5.0,5.8,6.2,8.0
22,Kansas City,5.7,6.7,6.0,5.2,6.4,6.9
23,Tennessee,5.6,3.0,2.0,4.0,7.0,7.8
23,Houston,5.6,4.3,3.0,4.8,6.3,4.5
25,Minnesota,5.5,4.3,2.0,7.0,3.8,6.1
26,Miami,5.4,6.0,4.0,5.3,5.4,5.1
27,Denver,5.3,5.0,4.0,5.8,4.8,7.3
28,NY Jets,5.2,6.7,8.0,5.8,4.4,5.1
29,Indianapolis,5.2,6.0,6.0,4.5,5.8,9.1
30,LA Chargers,5.0,5.3,4.0,5.2,4.8,6.6
31,Tampa Bay,4.5,5.3,5.0,3.0,5.8,6.3
32,LA Rams,4.4,6.0,5.0,4.2,4.6,5.5
