Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Seattle,72.60%,73.08%,72.97%,71.84%,73.33%,65.45%
2,New England,69.02%,71.57%,61.11%,69.54%,68.56%,67.71%
3,Cincinnati,68.52%,66.36%,59.46%,71.52%,66.67%,69.05%
4,Indianapolis,67.95%,70.21%,64.71%,71.49%,64.41%,62.19%
5,Philadelphia,67.19%,64.56%,57.14%,66.67%,67.74%,61.45%
6,LA Chargers,67.10%,69.30%,74.47%,66.36%,67.74%,65.73%
7,LA Rams,66.76%,61.80%,58.33%,70.54%,61.18%,67.42%
8,Arizona,66.67%,67.27%,62.07%,65.80%,67.49%,69.44%
9,Miami,66.41%,67.31%,56.10%,65.07%,67.91%,65.69%
10,Jacksonville,66.32%,76.85%,78.38%,66.67%,65.99%,59.77%
11,Tampa Bay,66.03%,66.41%,67.44%,67.34%,64.57%,67.03%
12,Kansas City,65.62%,65.77%,64.29%,66.16%,64.84%,67.42%
13,Minnesota,65.41%,66.10%,81.58%,69.41%,61.17%,65.89%
14,New Orleans,65.25%,66.28%,60.00%,66.32%,64.29%,58.13%
15,San Francisco,65.22%,69.15%,70.27%,64.81%,65.57%,65.65%
16,Green Bay,64.88%,65.48%,68.00%,64.63%,65.04%,67.85%
17,Pittsburgh,64.56%,63.00%,71.43%,62.73%,65.81%,64.12%
18,NY Giants,64.26%,63.54%,60.00%,62.86%,65.97%,59.19%
19,Cleveland,63.96%,64.60%,62.16%,63.45%,64.53%,61.54%
20,Detroit,63.84%,66.29%,62.16%,62.56%,65.58%,66.78%
21,Dallas,63.56%,69.81%,70.00%,63.74%,63.35%,67.73%
22,Buffalo,63.56%,62.75%,66.67%,62.50%,64.05%,64.57%
23,Las Vegas,63.07%,64.86%,69.44%,65.94%,61.54%,67.16%
24,Tennessee,62.55%,65.66%,64.71%,62.00%,63.20%,66.91%
25,Houston,62.23%,61.47%,66.67%,62.42%,62.09%,64.84%
26,Baltimore,62.11%,59.77%,50.00%,66.91%,58.47%,64.81%
27,Atlanta,61.96%,62.67%,60.00%,62.04%,61.87%,65.79%
28,Washington,61.54%,58.23%,60.87%,61.17%,61.93%,64.73%
29,Chicago,59.45%,60.61%,56.00%,54.13%,63.45%,61.25%
30,NY Jets,58.67%,64.47%,75.86%,61.23%,54.73%,59.20%
31,Carolina,58.33%,61.76%,57.89%,59.89%,56.38%,58.10%
32,Denver,58.12%,59.26%,54.29%,57.22%,58.91%,65.43%
