Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,NY Giants,58.33%,50.00%,50.00%,53.85%,63.64%,33.33%
2,Cleveland,58.06%,37.50%,66.67%,60.00%,54.55%,46.51%
3,Pittsburgh,55.56%,85.71%,100.00%,60.00%,50.00%,27.03%
4,Philadelphia,53.85%,50.00%,60.00%,52.17%,56.25%,50.00%
5,Chicago,50.00%,50.00%,0.00%,42.86%,57.14%,42.42%
6,Detroit,47.06%,63.64%,33.33%,34.78%,72.73%,34.29%
7,Dallas,46.88%,41.67%,50.00%,50.00%,42.86%,24.24%
8,Tennessee,45.83%,14.29%,0.00%,22.22%,60.00%,47.06%
8,Carolina,45.83%,75.00%,50.00%,46.67%,44.44%,53.13%
10,NY Jets,44.00%,33.33%,25.00%,50.00%,36.36%,38.89%
11,Denver,42.86%,33.33%,0.00%,75.00%,30.00%,43.24%
12,Atlanta,40.00%,16.67%,0.00%,47.06%,30.77%,33.33%
13,Jacksonville,39.29%,25.00%,0.00%,45.45%,35.29%,46.43%
14,Indianapolis,38.89%,66.67%,50.00%,33.33%,50.00%,42.31%
15,Minnesota,38.71%,25.00%,0.00%,42.11%,33.33%,20.83%
16,Baltimore,37.93%,66.67%,50.00%,45.45%,33.33%,43.90%
17,LA Rams,36.84%,20.00%,0.00%,38.46%,33.33%,18.75%
18,Seattle,36.36%,40.00%,50.00%,33.33%,38.10%,36.73%
19,New England,36.00%,0.00%,0.00%,36.36%,35.71%,45.28%
20,Arizona,35.48%,57.14%,33.33%,31.25%,40.00%,45.28%
21,San Francisco,34.48%,37.50%,0.00%,45.45%,27.78%,43.64%
22,Cincinnati,32.35%,50.00%,50.00%,50.00%,16.67%,27.87%
23,New Orleans,32.14%,0.00%,--,33.33%,30.77%,27.91%
24,Las Vegas,31.03%,30.00%,40.00%,46.15%,18.75%,36.84%
25,Buffalo,29.73%,37.50%,33.33%,25.00%,33.33%,33.33%
26,LA Chargers,29.63%,14.29%,0.00%,27.27%,31.25%,31.03%
27,Houston,29.41%,50.00%,50.00%,22.22%,37.50%,25.81%
28,Washington,26.92%,42.86%,0.00%,7.69%,46.15%,35.14%
29,Miami,26.47%,30.77%,33.33%,31.25%,22.22%,30.77%
30,Kansas City,23.08%,11.11%,50.00%,11.76%,31.82%,25.35%
31,Tampa Bay,21.05%,16.67%,0.00%,30.00%,11.11%,31.43%
32,Green Bay,17.86%,20.00%,25.00%,23.08%,13.33%,25.45%
